Cluster	GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0048858	0.993436477	0.583202797	29.50865052	18	416	cell projection morphogenesis	0.999999999	"ENSG00000065320,ENSG00000101144,ENSG00000104290,ENSG00000105711,ENSG00000107485,ENSG00000115414,ENSG00000115993,ENSG00000127152,ENSG00000143320,ENSG00000154380,ENSG00000157193,ENSG00000158321,ENSG00000174684,ENSG00000174989,ENSG00000181754,ENSG00000182580,ENSG00000198513,ENSG00000204852"	"NTN1,BMP7,FZD3,SCN1B,GATA3,FN1,TRAK2,BCL11B,CRABP2,ENAH,LRP8,AUTS2,B4GAT1,FBXW8,AMIGO1,EPHB3,ATL1,TCTN1"
D	GO:0042060	0.99347669	0.558093329	25.67820069	15	362	wound healing	0.999999999	"ENSG00000009709,ENSG00000077044,ENSG00000083454,ENSG00000091583,ENSG00000107485,ENSG00000108561,ENSG00000115414,ENSG00000133067,ENSG00000137509,ENSG00000147251,ENSG00000155760,ENSG00000164024,ENSG00000165025,ENSG00000184500,ENSG00000197249"	"PAX7,DGKD,P2RX5,APOH,GATA3,C1QBP,FN1,LGR6,PRCP,DOCK11,FZD7,METAP1,SYK,PROS1,SERPINA1"
D	GO:0010506	0.993642229	0.499594833	19.08131488	10	269	regulation of autophagy	0.999999999	"ENSG00000058056,ENSG00000064601,ENSG00000102096,ENSG00000105647,ENSG00000116299,ENSG00000133706,ENSG00000149212,ENSG00000160803,ENSG00000171130,ENSG00000175792,ENSG00000268173"	"USP13,CTSA,PIM2,PIK3R2,KIAA1324,LARS,SESN3,UBQLN4,ATP6V0E2,RUVBL1,PIK3R2"
D	GO:0030155	0.993666173	0.581684886	29.57958478	18	417	regulation of cell adhesion	0.999999999	"ENSG00000013725,ENSG00000096872,ENSG00000101144,ENSG00000107485,ENSG00000108561,ENSG00000115414,ENSG00000121210,ENSG00000125378,ENSG00000138061,ENSG00000141556,ENSG00000144381,ENSG00000155760,ENSG00000165025,ENSG00000169499,ENSG00000179051,ENSG00000182580,ENSG00000183943,ENSG00000196776"	"CD6,IFT74,BMP7,GATA3,C1QBP,FN1,KIAA0922,BMP4,CYP1B1,TBCD,HSPD1,FZD7,SYK,PLEKHA2,RCC2,EPHB3,PRKX,CD47"
D	GO:0010468	0.993716012	0.819458792	246.7802768	216	3479	regulation of gene expression	0.999999999	"ENSG00000005073,ENSG00000005100,ENSG00000008441,ENSG00000009709,ENSG00000009954,ENSG00000012048,ENSG00000013573,ENSG00000020426,ENSG00000024526,ENSG00000025156,ENSG00000030066,ENSG00000036549,ENSG00000043355,ENSG00000047634,ENSG00000058056,ENSG00000058804,ENSG00000059588,ENSG00000064703,ENSG00000068654,ENSG00000069248,ENSG00000069702,ENSG00000070018,ENSG00000070061,ENSG00000071794,ENSG00000077348,ENSG00000077684,ENSG00000078399,ENSG00000079387,ENSG00000080839,ENSG00000082516,ENSG00000085276,ENSG00000087077,ENSG00000088247,ENSG00000088305,ENSG00000090447,ENSG00000092201,ENSG00000092847,ENSG00000095739,ENSG00000096063,ENSG00000096872,ENSG00000100084,ENSG00000100625,ENSG00000100823,ENSG00000100941,ENSG00000101104,ENSG00000101144,ENSG00000101346,ENSG00000101868,ENSG00000102096,ENSG00000102678,ENSG00000103037,ENSG00000104884,ENSG00000105647,ENSG00000106804,ENSG00000107485,ENSG00000107951,ENSG00000108561,ENSG00000108984,ENSG00000109819,ENSG00000110107,ENSG00000111358,ENSG00000111641,ENSG00000113569,ENSG00000114126,ENSG00000115053,ENSG00000115414,ENSG00000115415,ENSG00000115568,ENSG00000115687,ENSG00000115738,ENSG00000115816,ENSG00000115993,ENSG00000116750,ENSG00000116833,ENSG00000116918,ENSG00000117877,ENSG00000118418,ENSG00000119285,ENSG00000119335,ENSG00000120699,ENSG00000122565,ENSG00000123297,ENSG00000123364,ENSG00000123560,ENSG00000124571,ENSG00000125378,ENSG00000125850,ENSG00000126602,ENSG00000127152,ENSG00000130713,ENSG00000130826,ENSG00000132300,ENSG00000132382,ENSG00000132646,ENSG00000132768,ENSG00000132819,ENSG00000134001,ENSG00000134072,ENSG00000134243,ENSG00000134453,ENSG00000134759,ENSG00000135250,ENSG00000135446,ENSG00000136104,ENSG00000136866,ENSG00000137871,ENSG00000138061,ENSG00000138095,ENSG00000138385,ENSG00000138750,ENSG00000140395,ENSG00000140853,ENSG00000141076,ENSG00000141456,ENSG00000141905,ENSG00000142856,ENSG00000142864,ENSG00000143013,ENSG00000143157,ENSG00000143162,ENSG00000143320,ENSG00000143390,ENSG00000143578,ENSG00000143799,ENSG00000144021,ENSG00000144231,ENSG00000144354,ENSG00000144381,ENSG00000146243,ENSG00000149136,ENSG00000150347,ENSG00000152455,ENSG00000152556,ENSG00000152944,ENSG00000153147,ENSG00000153207,ENSG00000155760,ENSG00000156469,ENSG00000156502,ENSG00000157193,ENSG00000157212,ENSG00000158321,ENSG00000159259,ENSG00000160094,ENSG00000160208,ENSG00000160710,ENSG00000160867,ENSG00000161551,ENSG00000162227,ENSG00000162344,ENSG00000162599,ENSG00000163002,ENSG00000163823,ENSG00000163935,ENSG00000163938,ENSG00000164024,ENSG00000164649,ENSG00000164684,ENSG00000165025,ENSG00000165244,ENSG00000165672,ENSG00000166033,ENSG00000166197,ENSG00000166261,ENSG00000166278,ENSG00000166851,ENSG00000166886,ENSG00000166889,ENSG00000167513,ENSG00000168395,ENSG00000168646,ENSG00000168661,ENSG00000169062,ENSG00000170542,ENSG00000171056,ENSG00000171262,ENSG00000171453,ENSG00000172819,ENSG00000173145,ENSG00000173611,ENSG00000174502,ENSG00000175792,ENSG00000175832,ENSG00000176974,ENSG00000177842,ENSG00000178409,ENSG00000179981,ENSG00000180228,ENSG00000180818,ENSG00000181163,ENSG00000182973,ENSG00000183741,ENSG00000183814,ENSG00000184489,ENSG00000184500,ENSG00000185252,ENSG00000185420,ENSG00000187792,ENSG00000187801,ENSG00000188976,ENSG00000196323,ENSG00000196363,ENSG00000196628,ENSG00000196793,ENSG00000197472,ENSG00000197905,ENSG00000198298,ENSG00000198890,ENSG00000204366,ENSG00000205403,ENSG00000205922,ENSG00000253729,ENSG00000266074,ENSG00000268173,ENSG00000270647,ENSG00000274349,ENSG00000275004,ENSG00000280657"	"HOXA11,DHX33,NFIX,PAX7,BAZ1B,BRCA1,DDX11,MNAT1,DEPDC1,HSF2,NUP160,ZZZ3,ZIC2,SCML1,USP13,NDC1,TARBP1,DDX20,POLR1A,NUP133,TGFBR3,LRP6,IKBKAP,HLTF,EXOSC5,JADE1,HOXA9,SENP1,RBL1,GEMIN5,MECOM,TRIP6,KHSRP,DNMT3B,TFAP4,SUPT16H,AGO1,BAMBI,SRPK1,IFT74,HIRA,SIX4,APEX1,PNN,PABPC1L,BMP7,POFUT1,POLA1,PIM2,FGF9,SETD6,ERCC2,PIK3R2,C5,GATA3,MTPAP,C1QBP,MAP2K6,PPARGC1A,PRPF19,GTF2H3,NOP2,NUP155,TFDP2,NCL,FN1,STAT1,ZNF142,PASK,ID2,CEBPZ,TRAK2,UCHL5,NR5A2,TSNAX,CD3EAP,HMGN3,HEATR1,SET,EXOSC8,CBX3,TSFM,HOXC13,PLP1,XPO5,BMP4,OVOL2,TRAP1,BCL11B,EXOSC2,DKC1,PTCD3,MYBBP1A,PCNA,DPH2,RBM38,EIF2S1,CAMK1,SORT1,RBM17,ELP2,SRPK2,CDK4,RNASEH2B,ZFP37,ZNF280D,CYP1B1,LRPPRC,SSB,NUP54,WDR61,NLRC5,CIRH1A,PELP1,NFIC,ITGB3BP,SERBP1,LMO4,POGK,CREG1,CRABP2,RFX5,CREB3L4,PARP1,CIAO1,POLR2D,CDCA7,HSPD1,IRAK1BP1,SSRP1,ARID5B,SUV39H2,PFKM,MED21,SMARCA5,AHCTF1,FZD7,MTERF3,SUPV3L1,LRP8,PAXIP1,AUTS2,CHAF1B,ZNF362,RRP1B,ADAR,FGFR4,ZNF577,TAF6L,FGF19,NFIA,NUP35,CCR1,SFMBT1,GNL3,METAP1,CDCA7L,ZNF704,SYK,ZNF367,PRDX3,HTRA1,NOLC1,ZNF202,C2,PLK1,NAB2,PATL1,CDT1,ING5,AXIN2,ZNF30,UPF3A,SERPINB9,SOX7,FAM98B,POLR1C,RARG,NOC3L,SCAI,SLC26A9,RUVBL1,ETV4,SHMT1,ZNF620,BEND3,TSHZ1,PRKRA,HOXC10,NPM1,CNOT10,CBX6,LIN9,PTP4A3,PROS1,ZNF74,SMYD3,ZNF70,ZFP69B,NOC2L,ZBTB44,WDR5,TCF4,ZNF239,ZNF695,TEAD4,ZNF485,PRMT6,ZBTB12,CFI,ONECUT3,PRKDC,BAHCC1,PIK3R2,TAF15,ZNF658,ZNF280B,SMYD3"
D	GO:0042590	0.993856046	0.191625368	4.894463668	1	69	antigen processing and presentation of exogenous peptide antigen via MHC class I	0.999999999	ENSG00000216490	IFI30
D	GO:0070482	0.993860787	0.511698429	20.5	11	289	response to oxygen levels	0.999999999	"ENSG00000026103,ENSG00000067992,ENSG00000069702,ENSG00000088305,ENSG00000101144,ENSG00000101444,ENSG00000104884,ENSG00000109819,ENSG00000135446,ENSG00000152455,ENSG00000165272"	"FAS,PDK3,TGFBR3,DNMT3B,BMP7,AHCY,ERCC2,PPARGC1A,CDK4,SUV39H2,AQP3"
D	GO:0080090	0.994207283	0.829258436	321.3321799	288	4530	regulation of primary metabolic process	0.999999999	"ENSG00000005073,ENSG00000005100,ENSG00000008441,ENSG00000009709,ENSG00000009954,ENSG00000012048,ENSG00000013573,ENSG00000015475,ENSG00000020426,ENSG00000020922,ENSG00000021355,ENSG00000024526,ENSG00000025156,ENSG00000026103,ENSG00000030066,ENSG00000035681,ENSG00000036549,ENSG00000043355,ENSG00000047634,ENSG00000054965,ENSG00000056050,ENSG00000058056,ENSG00000058804,ENSG00000059588,ENSG00000062282,ENSG00000064545,ENSG00000064601,ENSG00000064703,ENSG00000067992,ENSG00000069248,ENSG00000069535,ENSG00000069702,ENSG00000070018,ENSG00000070061,ENSG00000071794,ENSG00000073536,ENSG00000074696,ENSG00000075131,ENSG00000076248,ENSG00000077348,ENSG00000077684,ENSG00000078399,ENSG00000079387,ENSG00000080839,ENSG00000082516,ENSG00000085276,ENSG00000087053,ENSG00000087077,ENSG00000088247,ENSG00000088305,ENSG00000090447,ENSG00000092201,ENSG00000092847,ENSG00000095002,ENSG00000095739,ENSG00000096063,ENSG00000096872,ENSG00000097046,ENSG00000100084,ENSG00000100526,ENSG00000100625,ENSG00000100823,ENSG00000100941,ENSG00000101104,ENSG00000101144,ENSG00000101188,ENSG00000101346,ENSG00000101695,ENSG00000101868,ENSG00000101871,ENSG00000102096,ENSG00000102678,ENSG00000103037,ENSG00000103888,ENSG00000104341,ENSG00000104884,ENSG00000105647,ENSG00000106305,ENSG00000106804,ENSG00000107485,ENSG00000107949,ENSG00000108179,ENSG00000108561,ENSG00000108984,ENSG00000109819,ENSG00000109861,ENSG00000110090,ENSG00000110107,ENSG00000110169,ENSG00000111331,ENSG00000111358,ENSG00000111641,ENSG00000112186,ENSG00000113569,ENSG00000114126,ENSG00000115053,ENSG00000115414,ENSG00000115415,ENSG00000115568,ENSG00000115687,ENSG00000115738,ENSG00000115816,ENSG00000115993,ENSG00000116062,ENSG00000116750,ENSG00000116833,ENSG00000117650,ENSG00000118418,ENSG00000119285,ENSG00000119335,ENSG00000120699,ENSG00000122565,ENSG00000123297,ENSG00000123364,ENSG00000123836,ENSG00000124571,ENSG00000125378,ENSG00000125850,ENSG00000126602,ENSG00000127152,ENSG00000130304,ENSG00000130713,ENSG00000130826,ENSG00000131771,ENSG00000132300,ENSG00000132382,ENSG00000132436,ENSG00000132646,ENSG00000132768,ENSG00000132819,ENSG00000134001,ENSG00000134072,ENSG00000134453,ENSG00000134759,ENSG00000135250,ENSG00000135372,ENSG00000135446,ENSG00000135913,ENSG00000136866,ENSG00000137692,ENSG00000137871,ENSG00000138031,ENSG00000138061,ENSG00000138095,ENSG00000138346,ENSG00000138646,ENSG00000138750,ENSG00000140395,ENSG00000140853,ENSG00000141076,ENSG00000141456,ENSG00000141905,ENSG00000142856,ENSG00000142864,ENSG00000143013,ENSG00000143147,ENSG00000143157,ENSG00000143162,ENSG00000143320,ENSG00000143390,ENSG00000143578,ENSG00000143674,ENSG00000143799,ENSG00000144021,ENSG00000144231,ENSG00000144354,ENSG00000144381,ENSG00000145604,ENSG00000146243,ENSG00000149136,ENSG00000149809,ENSG00000150347,ENSG00000152455,ENSG00000152556,ENSG00000152944,ENSG00000153147,ENSG00000153207,ENSG00000155760,ENSG00000155893,ENSG00000156469,ENSG00000156502,ENSG00000156521,ENSG00000157193,ENSG00000157212,ENSG00000158050,ENSG00000158321,ENSG00000159259,ENSG00000160049,ENSG00000160094,ENSG00000160208,ENSG00000160710,ENSG00000160803,ENSG00000160867,ENSG00000161010,ENSG00000161551,ENSG00000162227,ENSG00000162344,ENSG00000162599,ENSG00000163002,ENSG00000163083,ENSG00000163823,ENSG00000163935,ENSG00000163938,ENSG00000164024,ENSG00000164109,ENSG00000164649,ENSG00000164684,ENSG00000165025,ENSG00000165244,ENSG00000165283,ENSG00000165672,ENSG00000166033,ENSG00000166197,ENSG00000166226,ENSG00000166261,ENSG00000166278,ENSG00000166681,ENSG00000166851,ENSG00000166886,ENSG00000166897,ENSG00000167513,ENSG00000168291,ENSG00000168395,ENSG00000168646,ENSG00000168661,ENSG00000169062,ENSG00000170264,ENSG00000170275,ENSG00000170500,ENSG00000170542,ENSG00000171056,ENSG00000171873,ENSG00000172819,ENSG00000173145,ENSG00000173611,ENSG00000175054,ENSG00000175305,ENSG00000175792,ENSG00000175832,ENSG00000175920,ENSG00000176974,ENSG00000177383,ENSG00000177842,ENSG00000178409,ENSG00000179981,ENSG00000180228,ENSG00000180818,ENSG00000181163,ENSG00000182580,ENSG00000182973,ENSG00000183741,ENSG00000183814,ENSG00000184489,ENSG00000184500,ENSG00000184661,ENSG00000185252,ENSG00000185420,ENSG00000185480,ENSG00000186088,ENSG00000186854,ENSG00000187792,ENSG00000187801,ENSG00000188976,ENSG00000189091,ENSG00000196139,ENSG00000196323,ENSG00000196363,ENSG00000196628,ENSG00000196636,ENSG00000196793,ENSG00000197249,ENSG00000197296,ENSG00000197472,ENSG00000197905,ENSG00000198298,ENSG00000198799,ENSG00000198890,ENSG00000204366,ENSG00000205403,ENSG00000205922,ENSG00000234129,ENSG00000241484,ENSG00000243902,ENSG00000253729,ENSG00000254093,ENSG00000266074,ENSG00000266094,ENSG00000268173,ENSG00000270647,ENSG00000274349,ENSG00000275004,ENSG00000280657"	"HOXA11,DHX33,NFIX,PAX7,BAZ1B,BRCA1,DDX11,BID,MNAT1,MRE11A,SERPINB1,DEPDC1,HSF2,FAS,NUP160,NSMAF,ZZZ3,ZIC2,SCML1,FAM168A,C4orf27,USP13,NDC1,TARBP1,DGAT2,TMEM161A,CTSA,DDX20,PDK3,NUP133,MAOB,TGFBR3,LRP6,IKBKAP,HLTF,NLE1,PTPLAD1,TIPIN,UNG,EXOSC5,JADE1,HOXA9,SENP1,RBL1,GEMIN5,MECOM,MTMR2,TRIP6,KHSRP,DNMT3B,TFAP4,SUPT16H,AGO1,MSH2,BAMBI,SRPK1,IFT74,CDC7,HIRA,CDKN3,SIX4,APEX1,PNN,PABPC1L,BMP7,NTSR1,POFUT1,RNF125,POLA1,MID1,PIM2,FGF9,SETD6,CEMIP,LAPTM4B,ERCC2,PIK3R2,AIMP2,C5,GATA3,BCCIP,PPIF,C1QBP,MAP2K6,PPARGC1A,CTSC,CPT1A,PRPF19,HPX,OAS3,GTF2H3,NOP2,CAP2,NUP155,TFDP2,NCL,FN1,STAT1,ZNF142,PASK,ID2,CEBPZ,TRAK2,MSH6,UCHL5,NR5A2,NEK2,HMGN3,HEATR1,SET,EXOSC8,CBX3,TSFM,HOXC13,PFKFB2,XPO5,BMP4,OVOL2,TRAP1,BCL11B,SLC27A1,EXOSC2,DKC1,PPP1R1B,PTCD3,MYBBP1A,FIGNL1,PCNA,DPH2,RBM38,EIF2S1,CAMK1,RBM17,ELP2,SRPK2,NAT10,CDK4,USP37,ZFP37,DCUN1D5,ZNF280D,ADCY3,CYP1B1,LRPPRC,DNA2,HERC5,NUP54,WDR61,NLRC5,CIRH1A,PELP1,NFIC,ITGB3BP,SERBP1,LMO4,GPR161,POGK,CREG1,CRABP2,RFX5,CREB3L4,,PARP1,CIAO1,POLR2D,CDCA7,HSPD1,SKP2,IRAK1BP1,SSRP1,TM7SF2,ARID5B,SUV39H2,PFKM,MED21,SMARCA5,AHCTF1,FZD7,PXYLP1,MTERF3,SUPV3L1,TYSND1,LRP8,PAXIP1,DUSP2,AUTS2,CHAF1B,DFFA,ZNF362,RRP1B,ADAR,UBQLN4,FGFR4,C5orf45,ZNF577,TAF6L,FGF19,NFIA,NUP35,INHBB,CCR1,SFMBT1,GNL3,METAP1,MAD2L1,CDCA7L,ZNF704,SYK,ZNF367,STOML2,PRDX3,HTRA1,NOLC1,CCT2,ZNF202,C2,NGFRAP1,PLK1,NAB2,ELFN2,CDT1,PDHB,ING5,AXIN2,ZNF30,UPF3A,FAM161A,CRTAP,LONRF2,SERPINB9,SOX7,ADRA1D,RARG,NOC3L,SCAI,ATR,CCNE2,RUVBL1,ETV4,DOK7,SHMT1,MAGEF1,ZNF620,BEND3,TSHZ1,PRKRA,HOXC10,NPM1,EPHB3,CNOT10,CBX6,LIN9,PTP4A3,PROS1,CDCA2,ZNF74,SMYD3,PARPBP,GSAP,TRABD2A,ZNF70,ZFP69B,NOC2L,SF3B3,AKR1C3,ZBTB44,WDR5,TCF4,ACN9,ZNF239,SERPINA1,FITM2,ZNF695,TEAD4,ZNF485,LRIG2,PRMT6,ZBTB12,CFI,ONECUT3,,ARHGAP8,,PRKDC,PINX1,BAHCC1,RASSF5,PIK3R2,TAF15,ZNF658,ZNF280B,SMYD3"
D	GO:0051049	0.994215877	0.727135299	83.98615917	64	1184	regulation of transport	0.999999999	"ENSG00000015475,ENSG00000064115,ENSG00000069535,ENSG00000083454,ENSG00000083720,ENSG00000087053,ENSG00000100433,ENSG00000100979,ENSG00000101188,ENSG00000101850,ENSG00000103888,ENSG00000104369,ENSG00000105647,ENSG00000105711,ENSG00000106804,ENSG00000107485,ENSG00000108179,ENSG00000108961,ENSG00000108984,ENSG00000109255,ENSG00000109819,ENSG00000110090,ENSG00000110108,ENSG00000110723,ENSG00000110881,ENSG00000114126,ENSG00000114854,ENSG00000115414,ENSG00000115687,ENSG00000117280,ENSG00000118418,ENSG00000123836,ENSG00000124571,ENSG00000125378,ENSG00000131238,ENSG00000133026,ENSG00000134072,ENSG00000138750,ENSG00000138796,ENSG00000147642,ENSG00000149596,ENSG00000149927,ENSG00000152556,ENSG00000153291,ENSG00000155380,ENSG00000159348,ENSG00000162344,ENSG00000163083,ENSG00000163823,ENSG00000164182,ENSG00000164588,ENSG00000165025,ENSG00000166278,ENSG00000170379,ENSG00000171873,ENSG00000175538,ENSG00000175792,ENSG00000181754,ENSG00000185896,ENSG00000196776,ENSG00000198216,ENSG00000198794,ENSG00000213366,ENSG00000227057,ENSG00000268173"	"BID,TM7SF3,MAOB,P2RX5,OXCT1,MTMR2,KCNK10,PLTP,NTSR1,GPR143,CEMIP,JPH1,PIK3R2,SCN1B,C5,GATA3,PPIF,RANGRF,MAP2K6,NMU,PPARGC1A,CPT1A,TMEM109,EXPH5,ASIC1,TFDP2,TNNC1,FN1,PASK,RAB29,HMGN3,PFKFB2,XPO5,BMP4,PPT1,MYH10,CAMK1,NUP54,HADH,SYBU,JPH2,DOC2A,PFKM,SLC25A27,SLC16A1,CYB5R1,FGF19,INHBB,CCR1,NDUFAF2,HCN1,SYK,C2,TCAF2,ADRA1D,KCNE3,RUVBL1,AMIGO1,LAMP1,CD47,CACNA1E,SCAMP5,GSTM2,WDR46,PIK3R2"
D	GO:0000902	0.994221838	0.655194118	48.16435986	33	679	cell morphogenesis	0.999999999	"ENSG00000065320,ENSG00000095739,ENSG00000097046,ENSG00000101144,ENSG00000104140,ENSG00000104290,ENSG00000105711,ENSG00000107485,ENSG00000108561,ENSG00000112186,ENSG00000115414,ENSG00000115738,ENSG00000115993,ENSG00000127084,ENSG00000127152,ENSG00000129116,ENSG00000132970,ENSG00000133026,ENSG00000139880,ENSG00000141556,ENSG00000143320,ENSG00000154380,ENSG00000155760,ENSG00000157193,ENSG00000158321,ENSG00000174684,ENSG00000174989,ENSG00000179051,ENSG00000181754,ENSG00000182580,ENSG00000197296,ENSG00000198513,ENSG00000204852"	"NTN1,BAMBI,CDC7,BMP7,RHOV,FZD3,SCN1B,GATA3,C1QBP,CAP2,FN1,ID2,TRAK2,FGD3,BCL11B,PALLD,WASF3,MYH10,CDH24,TBCD,CRABP2,ENAH,FZD7,LRP8,AUTS2,B4GAT1,FBXW8,RCC2,AMIGO1,EPHB3,FITM2,ATL1,TCTN1"
D	GO:0010629	0.994262221	0.746606571	100.7975779	79	1421	negative regulation of gene expression	0.999999999	"ENSG00000008441,ENSG00000012048,ENSG00000024526,ENSG00000030066,ENSG00000043355,ENSG00000058804,ENSG00000064703,ENSG00000069248,ENSG00000077348,ENSG00000080839,ENSG00000085276,ENSG00000088247,ENSG00000088305,ENSG00000090447,ENSG00000092847,ENSG00000100084,ENSG00000100625,ENSG00000100823,ENSG00000101144,ENSG00000102678,ENSG00000107485,ENSG00000107951,ENSG00000108561,ENSG00000113569,ENSG00000114126,ENSG00000115053,ENSG00000115415,ENSG00000115738,ENSG00000116918,ENSG00000119335,ENSG00000120699,ENSG00000122565,ENSG00000124571,ENSG00000125378,ENSG00000125850,ENSG00000130713,ENSG00000132382,ENSG00000134001,ENSG00000136104,ENSG00000138385,ENSG00000138750,ENSG00000140395,ENSG00000141905,ENSG00000142864,ENSG00000143390,ENSG00000143799,ENSG00000144231,ENSG00000150347,ENSG00000152455,ENSG00000153147,ENSG00000156469,ENSG00000156502,ENSG00000157193,ENSG00000160710,ENSG00000162344,ENSG00000162599,ENSG00000163002,ENSG00000163823,ENSG00000163935,ENSG00000166261,ENSG00000166851,ENSG00000166886,ENSG00000166889,ENSG00000168646,ENSG00000169062,ENSG00000171056,ENSG00000172819,ENSG00000176974,ENSG00000178409,ENSG00000179981,ENSG00000180228,ENSG00000181163,ENSG00000182973,ENSG00000183741,ENSG00000188976,ENSG00000196793,ENSG00000198890,ENSG00000266074,ENSG00000274349"	"NFIX,BRCA1,DEPDC1,NUP160,ZIC2,NDC1,DDX20,NUP133,EXOSC5,RBL1,MECOM,KHSRP,DNMT3B,TFAP4,AGO1,HIRA,SIX4,APEX1,BMP7,FGF9,GATA3,MTPAP,C1QBP,NUP155,TFDP2,NCL,STAT1,ID2,TSNAX,SET,EXOSC8,CBX3,XPO5,BMP4,OVOL2,EXOSC2,MYBBP1A,EIF2S1,RNASEH2B,SSB,NUP54,WDR61,NFIC,SERBP1,RFX5,PARP1,POLR2D,ARID5B,SUV39H2,SMARCA5,MTERF3,SUPV3L1,LRP8,ADAR,FGF19,NFIA,NUP35,CCR1,SFMBT1,ZNF202,PLK1,NAB2,PATL1,AXIN2,UPF3A,SOX7,RARG,SHMT1,BEND3,TSHZ1,PRKRA,NPM1,CNOT10,CBX6,NOC2L,ZNF239,PRMT6,BAHCC1,ZNF658"
D	GO:0022408	0.994265115	0.268268092	7.022491349	2	99	negative regulation of cell-cell adhesion	0.999999999	"ENSG00000121210,ENSG00000125378"	"KIAA0922,BMP4"
D	GO:0060538	0.994265115	0.268268092	7.022491349	2	99	skeletal muscle organ development	0.999999999	"ENSG00000009709,ENSG00000100625"	"PAX7,SIX4"
